id,nombre,prefijo,genes,descendientes
EFO_1000612,Usual Ductal Breast Hyperplasia,EFO,73,0
EFO_1000613,Uterine Carcinosarcoma,EFO,1200,2
EFO_1000614,Uterine Corpus Lipoleiomyoma,EFO,0,0
EFO_1000616,Uveal Melanoma,EFO,630,14
EFO_1000617,Vaginal Adenoid Cystic Carcinoma,EFO,0,0
EFO_1000618,Vaginal Carcinosarcoma,EFO,0,0
EFO_1000619,Vaginal Melanoma,EFO,125,0
EFO_1000620,Vaginal Squamous Cell Carcinoma,EFO,27,0
EFO_1000621,Vagus Nerve Paraganglioma,EFO,0,0
EFO_1000622,VIP-Producing Neuroendocrine Tumor,EFO,32,0
EFO_1000623,Vulvar Lichen Sclerosus,EFO,61,0
EFO_1000624,Vulvar Squamous Cell Carcinoma,EFO,254,6
EFO_1000625,Warthin Tumor,EFO,166,0
EFO_1000627,thyroid disease,EFO,9093,106
EFO_1000630,marginal zone B-cell lymphoma,EFO,1042,9
EFO_1000631,palsy,EFO,2685,150
EFO_1000632,cerebral palsy,EFO,555,5
EFO_1000633,adenomatous colon polyp,EFO,85,0
EFO_1000634,hamartoma,EFO,582,21
EFO_1000635,hemangioma,EFO,2118,59
EFO_1000636,inflammatory skin disease,EFO,5348,19
EFO_1000637,acute respiratory distress syndrome,EFO,3003,4
EFO_1000638,Isaacs syndrome,EFO,87,0
EFO_1000639,acquired metabolic disease,EFO,3107,61
EFO_1000640,basal ganglia cerebrovascular disease,EFO,1,0
EFO_1000641,congenital nonspherocytic hemolytic anemia,EFO,774,4
EFO_1000642,hemochromatosis,EFO,380,0
EFO_1000643,infantile epileptic encephalopathy,EFO,77,0
EFO_1000644,newborn respiratory distress syndrome,EFO,746,1
EFO_1000645,orthostatic intolerance,EFO,202,0
EFO_1000646,papillary carcinoma,EFO,5113,38
EFO_1000647,renal tubular transport disease,EFO,1012,41
EFO_1000648,developmental dysplasia of the hip,EFO,71,0
EFO_1000649,estrogen-receptor positive breast cancer,EFO,194,0
EFO_1000650,estrogen-receptor negative breast cancer,EFO,7276,2
EFO_1000651,recalcitrant atopic dermatitis,EFO,0,0
EFO_1000652,acute pancreatitis,EFO,90,1
EFO_1000653,sarcopenia,EFO,1535,0
EFO_1000654,childhood cancer,EFO,2820,61
EFO_1000656,sporadic Creutzfeld Jacob disease,EFO,7,0
EFO_1000657,rectum cancer,EFO,3779,37
EFO_1000660,acanthosis nigricans,EFO,1490,2
EFO_1000661,Achenbach syndrome,EFO,2,0
EFO_1000662,acneiform dermatitis,EFO,41,0
EFO_1000663,acquired keratosis,EFO,0,0
EFO_1000664,acrodermatitis,EFO,16,1
EFO_1000665,acrodermatitis chronica atrophicans,EFO,8,0
EFO_1000666,acrokeratosis verruciformis,EFO,74,0
EFO_1000667,adiposis dolorosa,EFO,8,0
EFO_1000668,allergic contact dermatitis,EFO,419,3
EFO_1000669,allergic urticaria,EFO,9,0
EFO_1000670,anhidrosis,EFO,75,1
EFO_1000671,bacterial exanthem,EFO,0,0
EFO_1000675,cholesteatoma,EFO,670,4
EFO_1000676,cholesteatoma of attic,EFO,9,0
EFO_1000677,cholesteatoma of external ear,EFO,0,0
EFO_1000678,cholesteatoma of middle ear,EFO,184,1
EFO_1000679,cholinergic urticaria,EFO,19,0
EFO_1000680,mucous membrane pemphigoid,EFO,3133,3
EFO_1000681,congenital generalized lipodystrophy,EFO,185,3
EFO_1000682,conjunctival pigmentation,EFO,0,0
EFO_1000684,dermatitis herpetiformis,EFO,240,2
EFO_1000685,dermatographia,EFO,16,0
EFO_1000686,dermatosis papulosa nigra,EFO,2,0
EFO_1000687,diffuse lipomatosis,EFO,0,0
EFO_1000688,dyshidrosis,EFO,12,0
EFO_1000690,epidermolysis bullosa,EFO,1946,79
EFO_1000691,epidermolysis bullosa acquisita,EFO,176,0
EFO_1000692,epidermolysis bullosa dystrophica,EFO,375,10
EFO_1000693,erythema infectiosum,EFO,6,0
EFO_1000694,erythema multiforme,EFO,111,0
EFO_1000695,erythematosquamous dermatosis,EFO,77,0
EFO_1000697,exanthem,EFO,501,11
EFO_1000698,facial dermatosis,EFO,19,1
EFO_1000699,fibroepithelial polyp of the anus,EFO,1,0
EFO_1000700,fibroepithelial polyp of urethra,EFO,0,0
EFO_1000701,follicular mucinosis,EFO,9,0
EFO_1000702,folliculitis,EFO,100,0
EFO_1000703,fox fordyce disease,EFO,0,0
EFO_1000704,granuloma annulare,EFO,64,0
EFO_1000705,granulomatous dermatitis,EFO,26,0
EFO_1000706,hand dermatosis,EFO,7,0
EFO_1000707,hemangioma of subcutaneous tissue,EFO,39,0
EFO_1000708,hereditary papulotranslucent acrokeratoderma,EFO,31,0
EFO_1000709,pemphigoid gestationis,EFO,35,0
EFO_1000710,hidradenitis suppurativa,EFO,498,3
EFO_1000711,hyperpigmentation of eyelid,EFO,0,0
EFO_1000712,hypohidrosis,EFO,40,0
EFO_1000713,hypopigmentation of eyelid,EFO,0,0
EFO_1000717,inverted follicular keratosis,EFO,1,1
EFO_1000718,irritant dermatitis,EFO,130,1
EFO_1000719,juvenile dermatitis herpetiformis,EFO,2,0
EFO_1000720,keratosis,EFO,5704,87
EFO_1000721,kernicterus due to isoimmunization,EFO,0,0
EFO_1000722,Kimura disease,EFO,503,0
EFO_1000723,leg dermatosis,EFO,0,0
EFO_1000724,lichen disease,EFO,1210,6
EFO_1000725,lichen nitidus,EFO,3,0
EFO_1000726,lichen planus,EFO,1170,4
EFO_1000727,lipodystrophy,EFO,1092,34
EFO_1000728,lipomatosis,EFO,338,7
EFO_1000729,loiasis,EFO,26,0
EFO_1000730,Ludwig's angina,EFO,0,0
EFO_1000731,maxillary sinus cholesteatoma,EFO,0,0
EFO_1000732,mediastinal lipomatosis,EFO,1,0
EFO_1000733,melanoacanthoma,EFO,5,0
EFO_1000734,miliaria,EFO,5,1
EFO_1000735,miliaria rubra,EFO,3,0
EFO_1000736,mongolian spot,EFO,0,0
EFO_1000737,multiple symmetric lipomatosis,EFO,261,0
EFO_1000738,necrobiosis lipoidica,EFO,48,0
EFO_1000739,neonatal jaundice,EFO,76,2
EFO_1000740,neurodermatitis,EFO,30,0
EFO_1000741,neurotic excoriation,EFO,0,0
EFO_1000742,nodular nonsuppurative panniculitis,EFO,8,0
EFO_1000744,occupational dermatitis,EFO,6,0
EFO_1000745,palmoplantar keratosis,EFO,5494,65
EFO_1000746,panniculitis,EFO,86,2
EFO_1000747,parapsoriasis,EFO,64,0
EFO_1000748,pelvic lipomatosis,EFO,1,0
EFO_1000749,pemphigus,EFO,1979,12
EFO_1000750,perinatal jaundice due to hepatocellular damage,EFO,0,0
EFO_1000752,photosensitivity disease,EFO,129,4
EFO_1000753,phototoxic dermatitis,EFO,71,0
EFO_1000754,physical urticaria,EFO,50,4
EFO_1000756,pityriasis rosea,EFO,29,0
EFO_1000757,porokeratosis,EFO,163,5
EFO_1000758,punctate palmoplantar keratoderma type III,EFO,786,0
EFO_1000759,reactive cutaneous fibrous lesion,EFO,1482,1
EFO_1000760,rosacea,EFO,1880,0
EFO_1000761,scalp dermatosis,EFO,0,0
EFO_1000762,scleredema adultorum,EFO,16,0
EFO_1000763,sebaceous gland disease,EFO,1536,15
EFO_1000764,seborrheic dermatitis,EFO,137,1
EFO_1000765,seborrheic infantile dermatitis,EFO,0,0
EFO_1000766,skin atrophy,EFO,112,0
EFO_1000767,skin sarcoidosis,EFO,68,0
EFO_1000769,steroid lipomatosis,EFO,0,0
EFO_1000770,stromal corneal pigmentation,EFO,0,0
EFO_1000771,subcorneal pustular dermatosis,EFO,92,0
EFO_1000772,sweat gland disease,EFO,1459,48
EFO_1000773,toxicodendron dermatitis,EFO,4,0
EFO_1000774,vesiculobullous skin disease,EFO,5019,115
EFO_1000775,vibratory urticaria,EFO,14,1
EFO_1000776,viral exanthem,EFO,7,1
EFO_1000777,vulva fibroepithelial polyp,EFO,0,0
EFO_1000778,vulvar inverted follicular keratosis,EFO,0,0
EFO_1000779,vulvar seborrheic keratosis,EFO,0,1
EFO_1000780,autoimmune pancreatitis type 1,EFO,139,0
EFO_1000781,overactive bladder,EFO,580,0
EFO_1000782,altitude sickness,EFO,228,1
EFO_1000783,diabetic neuropathy,EFO,1040,2
EFO_1000784,microscopic polyangiitis,EFO,334,0
EFO_1000785,Sezary's disease,EFO,634,0
EFO_1000786,"osteoarthritis, hip",EFO,867,0
EFO_1000787,"osteoarthritis, spine",EFO,37,0
EFO_1000788,"osteoarthritis, toe",EFO,0,0
EFO_1000789,"osteoarthritis, hand",EFO,215,0
EFO_1000790,acalculous cholecystitis,EFO,30,0
EFO_1000791,acidophil adenoma,EFO,6,0
EFO_1000792,Acinetobacter infectious disease,EFO,19,0
EFO_1000793,Actinobacillus infectious disease,EFO,0,0
EFO_1000794,acute kidney tubular necrosis,EFO,207,0
EFO_1000795,acute retinal necrosis syndrome,EFO,28,0
EFO_1000796,adrenal cortex carcinoma,EFO,4062,1
EFO_1000797,adrenal gland hyperfunction,EFO,1589,8
EFO_1000798,adrenal rest tumor,EFO,8,0
EFO_1000799,afferent loop syndrome,EFO,1,0
EFO_1000800,alcohol withdrawal delirium,EFO,45,0
EFO_1000801,alcoholic cardiomyopathy,EFO,85,0
EFO_1000802,alcoholic liver cirrhosis,EFO,549,0
EFO_1000803,alcoholic neuropathy,EFO,35,0
EFO_1000804,anal gland neoplasm,EFO,0,0
EFO_1000805,angioid streaks,EFO,3,1
EFO_1000806,angiomyoma,EFO,2,0
EFO_1000807,anterior cerebral artery infarction,EFO,1,0
EFO_1000808,anterior compartment syndrome,EFO,0,0
EFO_1000809,anterior ischemic optic neuropathy,EFO,129,0
EFO_1000810,anterior spinal artery syndrome,EFO,9,0
EFO_1000811,anterior uveitis,EFO,317,6
EFO_1000812,anterolateral myocardial infarction,EFO,24,1
EFO_1000813,anthracosilicosis,EFO,12,0
EFO_1000814,anthracosis,EFO,26,0
EFO_1000815,aortic valve prolapse,EFO,1,0
EFO_1000816,aortitis,EFO,47,0
EFO_1000817,apparent mineralocorticoid excess syndrome,EFO,2,0
EFO_1000818,arcus senilis,EFO,9,0
EFO_1000819,arteriolosclerosis,EFO,73,0
EFO_1000820,arteriosclerosis obliterans,EFO,80,0
EFO_1000821,arthus reaction,EFO,45,0
EFO_1000822,ascorbic acid deficiency,EFO,35,0
EFO_1000823,aseptic meningitis,EFO,300,1
EFO_1000824,asphyxia neonatorum,EFO,552,0
EFO_1000825,atrial heart septal defect,EFO,875,12
EFO_1000826,atrophic gastritis,EFO,663,0
EFO_1000827,atrophy of thyroid,EFO,56,0
EFO_1000828,B- and T-cell mixed leukemia,EFO,11,0
EFO_1000829,bacterial conjunctivitis,EFO,143,2
EFO_1000830,bacterial endocarditis,EFO,29,0
EFO_1000831,bacterial meningitis,EFO,817,10
EFO_1000832,Bacteroides infectious disease,EFO,3,0
EFO_1000833,balanitis,EFO,11,3
EFO_1000834,basophil adenoma,EFO,2,0
EFO_1000835,benign fibrous mesothelioma,EFO,0,0
EFO_1000836,benign monoclonal gammopathy,EFO,63,0
EFO_1000837,beriberi,EFO,35,1
EFO_1000838,bile reflux,EFO,64,0
EFO_1000839,bladder calculus,EFO,151,0
EFO_1000840,bladder neck obstruction,EFO,28,0
EFO_1000841,blue nevus,EFO,49,0
EFO_1000842,Borrelia infectious disease,EFO,709,1
EFO_1000843,brachial plexus neuritis,EFO,8,1
EFO_1000844,brachial plexus neuropathy,EFO,54,7
EFO_1000845,brain edema,EFO,353,0
EFO_1000847,brain stem infarction,EFO,26,1
EFO_1000848,breast cyst,EFO,105,0
EFO_1000849,bronchial neoplasm,EFO,336,7
EFO_1000850,burning mouth syndrome,EFO,317,0
EFO_1000851,byssinosis,EFO,13,0
EFO_1000852,carcinoid syndrome,EFO,101,0
EFO_1000853,carotid artery thrombosis,EFO,93,0
EFO_1000854,causalgia,EFO,19,0
EFO_1000855,central core myopathy,EFO,227,0
EFO_1000856,central neurocytoma,EFO,129,0
EFO_1000857,central pontine myelinolysis,EFO,10,0
EFO_1000858,cerebellum cancer,EFO,10,0
EFO_1000859,cerebral arterial disease,EFO,1314,9
EFO_1000860,cerebral atherosclerosis,EFO,108,0
EFO_1000861,cervical rib syndrome,EFO,48,0
EFO_1000862,cervix erosion,EFO,6,0
EFO_1000863,Chlamydophila infectious disease,EFO,738,4
EFO_1000864,cholecystolithiasis,EFO,92,0
EFO_1000865,choledocholithiasis,EFO,78,0
EFO_1000866,choroid cancer,EFO,54,4
EFO_1000867,chromophobe adenoma,EFO,11,0
EFO_1000868,chronic inflammatory demyelinating polyradiculoneuropathy,EFO,135,0
EFO_1000869,chronic interstitial cystitis,EFO,1287,0
EFO_1000870,CNS demyelinating autoimmune disease,EFO,4552,8
EFO_1000872,commensal Bacteroidaceae infectious disease,EFO,3,1
EFO_1000873,commensal Bifidobacteriales infectious disease,EFO,727,1
EFO_1000874,commensal Clostridium infectious disease,EFO,761,9
EFO_1000875,commensal Desulfovibrionaceae infectious disease,EFO,0,0
EFO_1000876,common bile duct neoplasm,EFO,566,9
EFO_1000877,complex partial epilepsy,EFO,43,0
EFO_1000878,constrictive pericarditis,EFO,29,0
EFO_1000879,corneal edema,EFO,70,1
EFO_1000880,corneal neovascularization,EFO,57,0
EFO_1000881,coronary aneurysm,EFO,178,0
EFO_1000883,coronary thrombosis,EFO,106,0
EFO_1000884,cranial nerve malignant neoplasm,EFO,193,5
EFO_1000885,cutaneous fibrous histiocytoma,EFO,137,0
EFO_1000886,cutaneous mastocytosis,EFO,116,1
EFO_1000887,cutaneous syphilis,EFO,1,0
EFO_1000888,cystic lymphangioma,EFO,96,1
EFO_1000889,"cystic, mucinous, and serous neoplasm",EFO,719,19
EFO_1000890,Dandy-Walker syndrome,EFO,129,2
EFO_1000891,De Quervain disease,EFO,12,0
EFO_1000892,dental fluorosis,EFO,289,0
EFO_1000893,denture stomatitis,EFO,55,0
EFO_1000894,dermoid cyst,EFO,76,0
EFO_1000895,desmoplastic small round cell tumor,EFO,283,0
EFO_1000896,diabetic angiopathy,EFO,610,1
EFO_1000897,diabetic ketoacidosis,EFO,742,0
EFO_1000898,diaphragmatic eventration,EFO,1,0
EFO_1000899,diastolic heart failure,EFO,158,0
EFO_1000900,discitis,EFO,7,5
EFO_1000901,discrete subaortic stenosis,EFO,0,0
EFO_1000902,drug psychosis,EFO,1,0
EFO_1000903,drug-induced akathisia,EFO,0,0
EFO_1000904,drug-Induced dyskinesia,EFO,16,0
EFO_1000906,dry eye syndrome,EFO,2481,0
EFO_1000907,duodenal benign neoplasm,EFO,1,0
EFO_1000909,duodenogastric reflux,EFO,29,0
EFO_1000910,dysplasia of cervix,EFO,2360,3
EFO_1000911,dystocia,EFO,78,0
EFO_1000912,eccrine acrospiroma,EFO,59,0
EFO_1000913,ehrlich tumor carcinoma,EFO,89,0
EFO_1000914,empty sella syndrome,EFO,39,0
EFO_1000915,encephalomalacia,EFO,485,1
EFO_1000916,endemic goiter,EFO,48,0
EFO_1000917,endocrine tuberculosis,EFO,8,1
EFO_1000918,endolymphatic hydrops,EFO,328,1
EFO_1000919,endometrial stromal sarcoma,EFO,335,3
EFO_1000920,endometrial stromal tumor,EFO,347,4
EFO_1000921,endomyocardial fibrosis,EFO,18,0
EFO_1000922,enterotoxemia,EFO,14,0
EFO_1000923,epidural neoplasm,EFO,0,0
EFO_1000924,epilepsia partialis continua,EFO,25,0
EFO_1000925,epithelioid and spindle cell nevus,EFO,0,0
EFO_1000926,Erdheim-Chester disease,EFO,86,0
EFO_1000928,Erysipelothrix rhusiopathiae infectious disease,EFO,5,0
EFO_1000929,Escherichia coli meningitis,EFO,11,0
EFO_1000930,esophageal diverticulosis,EFO,0,0
EFO_1000931,euthyroid sick syndrome,EFO,60,0
EFO_1000932,extracutaneous mastocytoma,EFO,0,0
EFO_1000933,extrahepatic cholestasis,EFO,107,0
EFO_1000934,eyelid neoplasm,EFO,95,24
EFO_1000935,female genital tuberculosis,EFO,8,0
EFO_1000936,femoral neuropathy,EFO,0,0
EFO_1000937,fetal erythroblastosis,EFO,53,0
EFO_1000938,fibromuscular dysplasia,EFO,116,0
EFO_1000939,freemartinism,EFO,2,0
EFO_1000940,Frey Syndrome,EFO,6,0
EFO_1000941,frozen shoulder,EFO,631,0
EFO_1000942,fungal meningitis,EFO,177,1
EFO_1000943,Fusobacterium infectious disease,EFO,5,0
EFO_1000944,gait apraxia,EFO,0,0
EFO_1000945,gastric antral vascular ectasia,EFO,25,0
EFO_1000946,gastric mucosal hypertrophy,EFO,210,0
EFO_1000947,gastric outlet obstruction,EFO,20,0
EFO_1000948,gastroparesis,EFO,240,0
EFO_1000949,gastroschisis,EFO,102,0
EFO_1000950,giant cell reparative granuloma,EFO,46,0
EFO_1000951,glossitis,EFO,41,2
EFO_1000952,glycogen storage disease VIII,EFO,2,0
EFO_1000953,gonadal tissue neoplasm,EFO,0,0
EFO_1000954,habitual abortion,EFO,989,0
EFO_1000955,Haemophilus influenzae meningitis,EFO,9,0
EFO_1000956,hairy cell leukemia,EFO,672,2
EFO_1000957,hairy tongue,EFO,0,0
EFO_1000958,halo nevus,EFO,35,0
EFO_1000959,heart aneurysm,EFO,3,0
EFO_1000960,heartwater disease,EFO,3,0
EFO_1000961,Helicobacter pylori infectious disease,EFO,2135,0
EFO_1000962,hemometra,EFO,0,0
EFO_1000963,hemopneumothorax,EFO,3,0
EFO_1000964,hemorrhagic disease of newborn,EFO,7,0
EFO_1000965,Henoch-Schoenlein purpura,EFO,266,0
EFO_1000966,hepatic vein thrombosis,EFO,51,0
EFO_1000967,hidrocystoma,EFO,47,0
EFO_1000968,hydrophthalmos,EFO,0,0
EFO_1000969,hyperamylasemia,EFO,79,0
EFO_1000970,hypercementosis,EFO,10,0
EFO_1000971,hyperemesis gravidarum,EFO,101,0
EFO_1000972,hyperglobulinemic purpura,EFO,0,0
EFO_1000973,hyperpituitarism,EFO,1416,5
EFO_1000974,hypersensitivity vasculitis,EFO,91,1
EFO_1000975,hypersplenism,EFO,111,0
EFO_1000976,hypertensive encephalopathy,EFO,26,0
EFO_1000977,hypertensive retinopathy,EFO,70,0
EFO_1000978,hypervitaminosis A,EFO,35,0
EFO_1000979,hypothalamic neoplasm,EFO,2367,31
EFO_1000980,ideomotor apraxia,EFO,3,0
EFO_1000981,ileal neoplasm,EFO,88,3
EFO_1000982,inappropriate ADH syndrome,EFO,82,0
EFO_1000983,inferior myocardial infarction,EFO,14,0
EFO_1000984,inflammatory breast carcinoma,EFO,1017,0
EFO_1000985,intermediate coronary syndrome,EFO,105,0
EFO_1000986,intermediate uveitis,EFO,164,1
EFO_1000987,intestinal perforation,EFO,2,0
EFO_1000990,intracranial arterial disease,EFO,1321,10
EFO_1000991,intracranial embolism,EFO,56,0
EFO_1000992,intracranial hypertension,EFO,380,2
EFO_1000993,intracranial hypotension,EFO,14,0
EFO_1000994,intracranial vasospasm,EFO,9,0
EFO_1000995,intradermal nevus,EFO,7,0
EFO_1000996,iris cancer,EFO,84,7
EFO_1000997,iritis,EFO,154,3
EFO_1000998,jejunal cancer,EFO,23,1
EFO_1000999,joint disease,EFO,8287,88
EFO_1001000,juxtacortical osteosarcoma,EFO,252,1
EFO_1001002,kernicterus,EFO,43,0
EFO_1001003,kidney cortex necrosis,EFO,0,0
EFO_1001004,kidney papillary necrosis,EFO,0,1
EFO_1001005,Klatskin's tumor,EFO,72,0
EFO_1001006,Klinefelter's syndrome,EFO,524,0
EFO_1001007,krebs 2 carcinoma,EFO,13,0
EFO_1001008,kuru,EFO,14,0
EFO_1001009,kwashiorkor,EFO,8,0
EFO_1001010,Landau-Kleffner syndrome,EFO,170,1
EFO_1001011,lateral medullary syndrome,EFO,2,0
EFO_1001012,leptomeningeal metastasis,EFO,85,0
EFO_1001013,lethal midline granuloma,EFO,18,0
EFO_1001014,leukemoid reaction,EFO,2,0
EFO_1001015,leukoplakia of penis,EFO,4,0
EFO_1001016,leukostasis,EFO,1,0
EFO_1001017,limited scleroderma,EFO,34,0
EFO_1001018,lingual goiter,EFO,0,0
EFO_1001019,lip cancer,EFO,94,3
EFO_1001020,lipoid nephrosis,EFO,688,0
EFO_1001021,Listeria meningitis,EFO,20,0
EFO_1001022,low tension glaucoma,EFO,171,0
EFO_1001023,lupus vulgaris,EFO,10,0
EFO_1001024,Lutembacher's syndrome,EFO,0,0
EFO_1001025,lymphangiectasis,EFO,160,1
EFO_1001026,lymphangioendothelioma,EFO,2,0
EFO_1001027,lymphangiomyoma,EFO,11,0
EFO_1001028,macular holes,EFO,188,0
EFO_1001029,magnesium deficiency,EFO,114,0
EFO_1001030,male genital tuberculosis,EFO,0,0
EFO_1001031,malignant hypertension,EFO,160,3
EFO_1001032,malignant lymphatic vessel tumor,EFO,0,0
EFO_1001033,marasmus,EFO,48,0
EFO_1001034,mastitis,EFO,1424,0
EFO_1001035,maxillary sinus neoplasm,EFO,49,7
EFO_1001036,Meckel's diverticulum,EFO,78,0
EFO_1001037,meconium aspiration syndrome,EFO,75,0
EFO_1001038,melanotic neuroectodermal tumor,EFO,10,0
EFO_1001039,Melkersson-Rosenthal syndrome,EFO,62,0
EFO_1001040,meningococcal meningitis,EFO,67,0
EFO_1001041,mesenchymal chondrosarcoma,EFO,121,2
EFO_1001042,mesenchymoma,EFO,37,4
EFO_1001043,mesenteric vascular occlusion,EFO,3,0
EFO_1001044,mesothelial neoplasm,EFO,3241,20
EFO_1001045,middle cerebral artery infarction,EFO,21,0
EFO_1001047,mouth disease,EFO,8807,222
EFO_1001048,mucinous cystadenoma,EFO,155,2
EFO_1001050,multiple system atrophy,EFO,968,7
EFO_1001051,mycosis fungoides,EFO,818,0
EFO_1001052,myeloid sarcoma,EFO,4946,1
EFO_1001053,myoclonic cerebellar dyssynergia,EFO,8,0
EFO_1001054,myofascial pain syndrome,EFO,45,0
EFO_1001055,myxedema,EFO,288,0
EFO_1001056,myxosarcoma,EFO,943,0
EFO_1001057,necrotizing sialometaplasia,EFO,0,0
EFO_1001058,necrotizing ulcerative gingivitis,EFO,3,0
EFO_1001059,neonatal myasthenia gravis,EFO,0,0
EFO_1001060,neovascular glaucoma,EFO,180,0
EFO_1001061,neurogenic bowel,EFO,0,0
EFO_1001062,nodular goiter,EFO,971,3
EFO_1001063,noma,EFO,1,0
EFO_1001064,non-gestational choriocarcinoma,EFO,4,0
EFO_1001065,normal pressure hydrocephalus,EFO,369,0
EFO_1001066,nut allergic reaction,EFO,26,0
EFO_1001067,nutritional deficiency disease,EFO,2556,74
EFO_1001068,obstructive jaundice,EFO,348,0
EFO_1001069,ocular hypertension,EFO,632,0
EFO_1001070,ocular tuberculosis,EFO,10,0
EFO_1001071,oophoritis,EFO,52,5
EFO_1001072,opportunistic Moraxellaceae infectious disease,EFO,27,1
EFO_1001073,optic nerve neoplasm,EFO,35,3
EFO_1001074,optic papillitis,EFO,109,0
EFO_1001075,oral leukoedema,EFO,0,0
EFO_1001076,orbital cellulitis,EFO,7,0
EFO_1001077,orbital plasma cell granuloma,EFO,8,0
EFO_1001078,orchitis,EFO,244,0
EFO_1001079,oxyphilic adenoma,EFO,652,2
EFO_1001080,Pancoast tumor,EFO,5,0
EFO_1001081,panophthalmitis,EFO,2,0
EFO_1001082,panuveitis,EFO,1210,14
EFO_1001083,papillary follicular thyroid adenocarcinoma,EFO,7,0
EFO_1001084,parametritis,EFO,2,0
EFO_1001085,paraneoplastic polyneuropathy,EFO,2,0
EFO_1001086,paraphimosis,EFO,10,0
EFO_1001087,parathyroid adenoma,EFO,414,2
EFO_1001088,pars planitis,EFO,31,0
EFO_1001089,partial motor epilepsy,EFO,1,0
EFO_1001090,partial sensory epilepsy,EFO,0,0
EFO_1001091,Pasteurella hemorrhagic septicemia,EFO,17,0
EFO_1001092,patellofemoral pain syndrome,EFO,2,0
EFO_1001093,Pelger-Huet anomaly,EFO,100,0
EFO_1001094,penile neoplasm,EFO,610,18
EFO_1001095,peptic esophagitis,EFO,52,0
EFO_1001096,periapical granuloma,EFO,182,0
EFO_1001097,periarthritis,EFO,19,0
EFO_1001098,pericoronitis,EFO,10,0
EFO_1001099,perinephritis,EFO,3,0
EFO_1001100,peritoneal neoplasm,EFO,1217,15
EFO_1001101,periventricular leukomalacia,EFO,460,0
EFO_1001102,peroneal nerve paralysis,EFO,4,0
EFO_1001103,persistent fetal circulation syndrome,EFO,245,0
EFO_1001104,phimosis,EFO,39,1
EFO_1001105,pigmented spindle cell nevus,EFO,0,0
EFO_1001106,pigmented villonodular synovitis,EFO,24,0
EFO_1001107,pilar sheath acanthoma,EFO,0,0
EFO_1001108,pituitary apoplexy,EFO,41,0
EFO_1001109,pituitary dwarfism,EFO,139,1
EFO_1001110,pituitary-dependent Cushing's disease,EFO,54,0
EFO_1001111,placental site trophoblastic tumor,EFO,30,0
EFO_1001112,platelet storage pool deficiency,EFO,186,0
EFO_1001113,pneumatosis cystoides intestinalis,EFO,4,0
EFO_1001114,pneumococcal meningitis,EFO,285,0
EFO_1001115,POEMS syndrome,EFO,129,0
EFO_1001116,polyradiculoneuropathy,EFO,434,2
EFO_1001117,postcholecystectomy syndrome,EFO,7,0
EFO_1001118,posterior cerebral artery infarction,EFO,2,0
EFO_1001119,posterior uveitis,EFO,1055,10
EFO_1001120,potassium deficiency,EFO,150,0
EFO_1001121,prediabetes syndrome,EFO,948,0
EFO_1001122,primary Actinomycetales infectious disease,EFO,43,3
EFO_1001123,primary Anaplasmataceae infectious disease,EFO,123,2
EFO_1001124,primary Bacillaceae infectious disease,EFO,307,4
EFO_1001125,primary Bartonellaceae infectious disease,EFO,78,3
EFO_1001126,primary Fusobacteriaceae infectious disease,EFO,5,1
EFO_1001127,primary Haemophilus infectious disease,EFO,9,1
EFO_1001128,Rickettsiaceae infectious disease,EFO,433,7
EFO_1001129,proliferative vitreoretinopathy,EFO,637,0
EFO_1001130,Proteus infectious disease,EFO,0,0
EFO_1001131,pseudobulbar palsy,EFO,9,0
EFO_1001132,pseudotumor cerebri,EFO,292,0
EFO_1001133,pulmonary coin lesion,EFO,4,0
EFO_1001134,pulmonary edema,EFO,710,1
EFO_1001135,pulmonary plasma cell granuloma,EFO,0,0
EFO_1001137,pulmonary subvalvular stenosis,EFO,3,0
EFO_1001138,pulmonary valve stenosis,EFO,57,1
EFO_1001139,pulpitis,EFO,514,0
EFO_1001140,pyelitis,EFO,493,5
EFO_1001141,pyelonephritis,EFO,491,3
EFO_1001142,pyruvate carboxylase deficiency disease,EFO,63,3
EFO_1001143,radial nerve lesion,EFO,0,0
EFO_1001144,rat-bite fever,EFO,15,0
EFO_1001145,Raynaud disease,EFO,123,0
EFO_1001146,reflex epilepsy,EFO,124,2
EFO_1001147,reflex sympathetic dystrophy,EFO,122,0
EFO_1001148,relapsing polychondritis,EFO,50,0
EFO_1001149,renal aminoaciduria,EFO,0,0
EFO_1001150,renal artery obstruction,EFO,5,0
EFO_1001151,renal glycosuria,EFO,3,0
EFO_1001152,renal osteodystrophy,EFO,211,0
EFO_1001153,renovascular hypertension,EFO,348,0
EFO_1001154,retinal artery occlusion,EFO,28,1
EFO_1001155,retinal drusen,EFO,129,1
EFO_1001156,retinal vasculitis,EFO,87,0
EFO_1001157,retinal vein occlusion,EFO,185,0
EFO_1001158,retinopathy of prematurity,EFO,852,0
EFO_1001159,Rh isoimmunization,EFO,5,0
EFO_1001160,rheumatic fever,EFO,177,0
EFO_1001161,rheumatic heart disease,EFO,499,3
EFO_1001162,rickettsiosis,EFO,537,11
EFO_1001163,root caries,EFO,13,0
EFO_1001164,SAPHO syndrome,EFO,435,0
EFO_1001165,Schnitzler syndrome,EFO,275,0
EFO_1001166,sciatic neuropathy,EFO,26,1
EFO_1001167,scimitar syndrome,EFO,217,0
